MolName,bpol,SC-5,ECCEN,HybRatio,nRotB,TopoPSA,SssCH2,StsC,SdssC,SaasC,StN,SaaN,SssO,SaaO,SsF,meanI,hmax,hmin,MAXDN2,MAXDP2
N#Cc9nc(c4ccc(n3c1ccccc1oc2ccccc23)cc4)c(c8ccc(n7c5ccccc5oc6ccccc67)cc8)nc9C#N,37.98896799999999,0.8396919751144689,1740,0.0,4,98.3,0.0,4.109196047317856,11.094709483500212,0.0,19.771283641392422,0.0,12.37993355473934,0.0,0.0,2.1733333333333333,0.6694410168605245,-0.2014377404082599,1.690267178757508,3.88564182069621
