MolName,SCH-5,SCH-7,VCH-5,ECCEN,nRotB,TopoPSA,SaaCH,SaasC,SaaaC,SssssC,SaaN,SsssN,SaasN,SdO,SssO,SdsssP,SdS,hmax,hmin,gmin,MAXDN,MAXDP2,DELS2
N#Cc9nc(c4ccc(n3c1ccccc1oc2ccccc23)cc4)c(c8ccc(n7c5ccccc5oc6ccccc67)cc8)nc9C#N,0.0,1.0722982896247892,0.0,1740,4,98.3,0.0,0.0,0.0,0.0,0.0,4.314843429475603,0.0,0.0,12.37993355473934,0.0,0.0,0.6694410168605245,-0.2014377404082599,-0.0236005120908413,1.690267178757508,3.88564182069621,34.02209416132207
