MolName,bpol,SC-5,ECCEN,HybRatio,nRotB,TopoPSA,SssCH2,StsC,SdssC,SaasC,StN,SaaN,SssO,SaaO,SsF,meanI,hmax,hmin,MAXDN2,MAXDP2
N#CC1=C(C2=CC=CC=C2)C(C#N)=C(N3C4=CC=CC=C4C5=C3C=CC=C5)N=C1N6C7=CC=CC=C7C8=C6C=CC=C8,29.557347,0.8628873693012117,931,0.0,3,70.33000000000001,0.0,4.916441484001008,11.118333377581216,0.0,21.537927004186024,0.0,0.0,0.0,0.0,2.1269841269841274,0.5586111111111112,-0.2220925453514738,1.3113209666582686,4.768963502093013
