MolName,SCH-5,SCH-7,VCH-5,ECCEN,nRotB,TopoPSA,SaaCH,SaasC,SaaaC,SssssC,SaaN,SsssN,SaasN,SdO,SssO,SdsssP,SdS,hmax,hmin,gmin,MAXDN,MAXDP2,DELS2
N#CC1=C(C2=CC=CC=C2)C(C#N)=C(N3C4=CC=CC=C4C5=C3C=CC=C5)N=C1N6C7=CC=CC=C7C8=C6C=CC=C8,0.1283000598199168,1.5327015807461108,0.0559016994374947,931,3,70.33000000000001,0.0,0.0,0.0,0.0,0.0,4.127371504157218,0.0,0.0,0.0,0.0,0.0,0.5586111111111112,-0.2220925453514738,0.3553457000083981,1.3113209666582686,4.768963502093013,25.22927439290173
