MolName,SCH-5,SCH-7,VCH-5,ECCEN,nRotB,TopoPSA,SaaCH,SaasC,SaaaC,SssssC,SaaN,SsssN,SaasN,SdO,SssO,SdsssP,SdS,hmax,hmin,gmin,MAXDN,MAXDP2,DELS2
CC(C)(C)c6ccc5OC7=CC(N3c1ccccc1C(C)(C)c2ccccc23)=CC8Oc4ccc(C(C)(C)C)cc4B(c5c6)C78,0.0,1.0357067156402615,0.0,1142,3,21.700000000000003,0.0,0.0,0.0,-0.0433635277195372,0.0,2.4139886726295456,0.0,0.0,13.87054043839758,0.0,0.0,0.894017148526077,-0.592874110292265,-0.1678788737717311,1.5012122071050644,3.4665202191987907,27.154181744867103
