MolName,bpol,SC-5,ECCEN,HybRatio,nRotB,TopoPSA,SssCH2,StsC,SdssC,SaasC,StN,SaaN,SssO,SaaO,SsF,meanI,hmax,hmin,MAXDN2,MAXDP2
CC(C)(C)c6ccc5OC7=CC(N3c1ccccc1C(C)(C)c2ccccc23)=CC8Oc4ccc(C(C)(C)C)cc4B(c5c6)C78,55.53669399999999,1.9913483878630645,1142,0.3170731707317073,3,21.700000000000003,0.0,0.0,14.201820534159758,0.0,0.0,0.0,13.87054043839758,0.0,0.0,1.8833333333333333,0.894017148526077,-0.592874110292265,1.5012122071050644,3.4665202191987907
