MolName,bpol,SC-5,ECCEN,HybRatio,nRotB,TopoPSA,SssCH2,StsC,SdssC,SaasC,StN,SaaN,SssO,SaaO,SsF,meanI,hmax,hmin,MAXDN2,MAXDP2
CC(C)(C1=C(C=CC=C1)N2C3=CC=C(C=C3)C4=NC=C(C=N4)C5=CN=C(N=C5)C6=CC=C(N7C8=C(C(C9=C7C=CC=C9)(C)C)C=CC=C8)C=C6)C%10=C2C=CC=C%10,52.96827999999999,1.7507404602344407,2650,0.12,5,58.040000000000006,0.0,0.0,17.216864917456803,0.0,0.0,0.0,0.0,0.0,0.0,1.9494047619047623,0.643186295351474,-0.0781467333337107,1.344269326199149,1.7492143258659385
