MolName,SCH-5,SCH-7,VCH-5,ECCEN,nRotB,TopoPSA,SaaCH,SaasC,SaaaC,SssssC,SaaN,SsssN,SaasN,SdO,SssO,SdsssP,SdS,hmax,hmin,gmin,MAXDN,MAXDP2,DELS2
CC(C)(C1=C(C=CC=C1)N2C3=CC=C(C=C3)C4=NC=C(C=N4)C5=CN=C(N=C5)C6=CC=C(N7C8=C(C(C9=C7C=CC=C9)(C)C)C=CC=C8)C=C6)C%10=C2C=CC=C%10,0.0,1.090797717363852,0.0,2650,5,58.040000000000006,0.0,0.0,0.0,-0.1885386523982977,0.0,4.712651098644834,0.0,0.0,0.0,0.0,0.0,0.643186295351474,-0.0781467333337107,-0.0942693261991489,1.344269326199149,1.7492143258659385,25.51319940020335
