Title,apol,TopoPSA,nRotB,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,fragC,FMF,bpol,HybRatio,ECCEN,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7
Mol1,105.89930600000004,21.700000000000003,3,5.878109525700652,0.7440169358562925,1.9913483878630645,0.4247578980827672,4.4312259544636525,0.625,1.033665110127977,0.2388354503153699,11.362532666568395,18.57910746846876,29.30380962172307,6.323405573026759,8.459131111179971,11.081011931346977,6856.04,0.7777777777777778,55.53669399999999,0.3170731707317073,1142,0.0,0.0,0.0,0.4811018429904586,1.0357067156402615,0.0,0.0,0.0,0.1820734810941298,0.34390429154425556,31.465526368391863,21.319666347656508,22.48594673540679,18.57281506127787,16.706009675794643,15.354775764202996,12.711386538551057,10.596735484859558,27.73336529103058,16.381714178714553,15.826140720675903,10.474162838758101,7.9134168764486725,6.1919981190795585,4.368892729316912,3.143312015603162
